,song_name,artist,url,track_id,description,listen_in_non_stress_regulating_setting,lyrics_is_a_important_part,response_id,strategy
647,The River,Michael Farneti,https://open.spotify.com/track/3lJ70fh0ENq6hzgtOfOGYZ,3lJ70fh0ENq6hzgtOfOGYZ,,Yes,Yes,R_8EhUjQrkmBRTASs,mental_work
201,Parklife,Blur,https://open.spotify.com/track/3mqRLlD9j92BBv1ueFhJ1l,3mqRLlD9j92BBv1ueFhJ1l,,,,R_2VdoBUAa69ab0h6,revival
544,Joderse La Vida,Carolina Durante,https://open.spotify.com/track/3n8mN2Gdvd1N9GW6yCpcJV,3n8mN2Gdvd1N9GW6yCpcJV,"The lyrics say that messing up your life is more fun, so it makes me feel that even if I mess up then it is fine",Yes,Yes,R_8EhUjQrkmBRTASs,discharge
635,Monty got a raw deal,R.E.M.,https://open.spotify.com/track/3nBOTBNCyICHIuWuZXaFSp,3nBOTBNCyICHIuWuZXaFSp,,Yes,Yes,R_263ifr5Fzi1g7g5,discharge
545,Greeze Mode,skepta,https://open.spotify.com/track/3nG784YlxS4VQOF0qiHKVP,3nG784YlxS4VQOF0qiHKVP,,Yes,No,R_20rEsSW9Ovvo74J,discharge
111,Back to the Grind,De Staat,https://open.spotify.com/track/3nn6CLzg8IBYf0BoIUhcF8,3nn6CLzg8IBYf0BoIUhcF8,the intense sounds scratch a sort of itch,Yes,No,R_2U4TKFDTdWQOdSq,strong_sensation
350,Black Dog,Led Zepplin,https://open.spotify.com/track/3nsUVlntPIksDvhHdZZhiu,3nsUVlntPIksDvhHdZZhiu,,Yes,No,R_263ifr5Fzi1g7g5,strong_sensation
549,All too well,Taylor Swift,https://open.spotify.com/track/3nsfB1vus2qaloUdcBZvDu,3nsfB1vus2qaloUdcBZvDu,,Yes,No,R_2TD9GoZ1onZyXu1,discharge
636,The Winner Takes it All,Meryl Streep,https://open.spotify.com/track/3oEkrIfXfSh9zGnE7eBzSV,3oEkrIfXfSh9zGnE7eBzSV,"Meryl's rendition of this song just makes me feel like I can delegate the release of stress to her voice, and she never fails to ace the assignment.",Yes,Yes,R_2HRoAD9L1WNTCiF,discharge
99,requiem k.626: Lacrimosa,Mozart,https://open.spotify.com/track/3oHSL6pt9LpNrQZuQGu9wL,3oHSL6pt9LpNrQZuQGu9wL,it allows myself to feel very dramatical for a moment ,Yes,No,R_8HY1QG4yHOHpN5L,strong_sensation
31,Nothing Matters,The Last Dinner Party,https://open.spotify.com/track/3p84R45PM75ngq8XRoe45o,3p84R45PM75ngq8XRoe45o,,,,R_8jQb1p8fPposCOe,entertainment
15,Guts Over Fear,"Eminem, Sia",https://open.spotify.com/track/3pAnZV3mgNKCABheAUatc3,3pAnZV3mgNKCABheAUatc3,,No,Yes,R_2EnIdAMa8NYSXqV,"[('mental_work', 1), ('strong_sensation', 1)]"
47,Guts over Fear,"Eminem, Sia",https://open.spotify.com/track/3pAnZV3mgNKCABheAUatc3,3pAnZV3mgNKCABheAUatc3,,No,Yes,R_2EnIdAMa8NYSXqV,"[('mental_work', 1), ('strong_sensation', 1)]"
326,The archer,Taylor Swift,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37,3pHkh7d0lzM2AldUtz2x37,Reminds me of all the times I have tried my best to be someone's partner yet I always seem to be left heartbroken.,Yes,Yes,R_2HRoAD9L1WNTCiF,strong_sensation
147,Satisfyer ,Roxy dekker ,https://open.spotify.com/track/3qbb77qMxI5v013fqfRUzc,3qbb77qMxI5v013fqfRUzc,,,,R_8PbUFpCdBq8pYqu,diversion
176,Good Kid,"Chris McCarrel, the lightning thief the musical",https://open.spotify.com/track/3qeN3DNgpRbPGnxP9N6I7y,3qeN3DNgpRbPGnxP9N6I7y,This whole musical is great for this purpose,Yes,No,R_81gjW2Qe56Wo6Ye,diversion
39,Tempelhof,Odezenne,https://open.spotify.com/track/3qxEeHg6s12p0N3r92fvjx,3qxEeHg6s12p0N3r92fvjx,,Yes,No,R_2EnIdAMa8NYSXqV,discharge
677,Witch Doctor,De Staat,https://open.spotify.com/track/3rSYcaSCxkKU4SpEVXQgFe,3rSYcaSCxkKU4SpEVXQgFe,,Yes,No,R_28Tf4yRm44ixc8J,mental_work
368,Afsaneh,Marjan Farsad,https://open.spotify.com/track/3sd5Og8sUxKYE7wWqwbYU7,3sd5Og8sUxKYE7wWqwbYU7,,No,Yes,R_8PsV7EzuWKsJiKd,strong_sensation
576,First Love/Late Spring,Mitski,https://open.spotify.com/track/3sslYZcFKtUvIEWN9lADgr,3sslYZcFKtUvIEWN9lADgr,,Yes,Yes,R_8pJG7O16rICvdio,discharge
177,Sticky,"Tyler, The Creator, GloRilla, Sexxy Red, Lil Wayne",https://open.spotify.com/track/3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,,Yes,No,R_8eLKaSUgqXjGFkl,diversion
427,DANCING ALONE,KiiiKiii,https://open.spotify.com/track/3vC63Nh3rSREo7qDHgnx8I,3vC63Nh3rSREo7qDHgnx8I,,Yes,No,R_8pJG7O16rICvdio,diversion
581,My love mine all mine,Mitski,https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3,3vkCueOmm7xQDoJ17W1Pm3,,Yes,Yes,R_2HFaNp6YCRpC6NX,discharge
730,wanna quit all the time,faye webster,https://open.spotify.com/track/3w3seawXfQGat9yH2B8Tge,3w3seawXfQGat9yH2B8Tge,,Yes,Yes,R_837aAI9nePo1QDT,solace
801,as good a reason,Paris Paloma,https://open.spotify.com/track/3wPm5GutqeJtOgsjwbtvnh,3wPm5GutqeJtOgsjwbtvnh,,Yes,Yes,R_21AmFBgPw7UHYaR,solace
227,Monstersfilm,Oeil,https://open.spotify.com/track/3xAoA6tUvDndWYlymjaF03,3xAoA6tUvDndWYlymjaF03,The sadness of the song is in tune with the emotion at that point and relieves it,Yes,No,R_2oS0VRFGHi3daXX,mental_work
38,Young lust,Pink floyd,https://open.spotify.com/track/3xGJuHvSxFJxxYlHj5BIoT,3xGJuHvSxFJxxYlHj5BIoT,Just a fucking banger,,,R_8ZTYiKxXbBb081e,entertainment
509,Smoking out the window,"Bruno Mars, Anderson.Paak, Silk Sonic",https://open.spotify.com/track/3xVZYkcuWalGudeKl861wb,3xVZYkcuWalGudeKl861wb,I listen to the full album when running to release stress,Yes,No,R_2LXRHlBulGggcW0,discharge
381,One more light,Linkin Park,https://open.spotify.com/track/3xXBsjrbG1xQIm1xv1cKOt,3xXBsjrbG1xQIm1xv1cKOt,,,,R_2VdoBUAa69ab0h6,strong_sensation
226,Nightcrawler,Travis Scott,https://open.spotify.com/track/3xby7fOyqmeON8jsnom0AT,3xby7fOyqmeON8jsnom0AT,,Yes,No,R_8VqM9C6HA45xC9p,revival
456,Call your mom,Noah Kahan,https://open.spotify.com/track/3yn01PcU95PTbiZ3xvop2j,3yn01PcU95PTbiZ3xvop2j,,Yes,Yes,R_2HFaNp6YCRpC6NX,diversion
270,Fizzy,Sleaford Mods,https://open.spotify.com/track/3zZqp9NuFeNH4BE8YLwNHG,3zZqp9NuFeNH4BE8YLwNHG,My feelings of anger and stress with those around me are validated,Yes,Yes,R_2oS0VRFGHi3daXX,solace
173,Londis,Blanco,https://open.spotify.com/track/407EhBT7nve14f1AcH8s3o,407EhBT7nve14f1AcH8s3o,,Yes,No,R_8R3gfGieaM6y5GE,diversion
27,Rëd Blue,MANARËM,https://open.spotify.com/track/40vxNaTuKWojWmpvho4Iw6,40vxNaTuKWojWmpvho4Iw6,,Yes,There are no lyrics,R_2EnIdAMa8NYSXqV,diversion
236,Sorry not sorry,Tyler the creator,https://open.spotify.com/track/410ZZP746AQeiywhKvXWCo,410ZZP746AQeiywhKvXWCo,,,,R_8rid6Aiv4sOl6JB,revival
264,Are you satisfied,Marina,https://open.spotify.com/track/411Hvulc0PrGQLOHljTYed,411Hvulc0PrGQLOHljTYed,,Yes,Yes,R_8XnyWMaJIcOY96C,solace
230,sun i will rise,dune moss,https://open.spotify.com/track/42TLQDqfMz0GP3e4bIRIJO,42TLQDqfMz0GP3e4bIRIJO,,Yes,Yes,R_8HY1QG4yHOHpN5L,mental_work
150,Manchild,Sabrina Carpenter,https://open.spotify.com/track/42UBPzRMh5yyz0EDPr6fr1,42UBPzRMh5yyz0EDPr6fr1,"I love hating on men, the main source of my stress.",Yes,Yes,R_2HRoAD9L1WNTCiF,"[('entertainment', 2)]"
32,Man-child ,Sabrina carpenter ,https://open.spotify.com/track/42UBPzRMh5yyz0EDPr6fr1,42UBPzRMh5yyz0EDPr6fr1,Fuuun,,,R_8G9joOmkzQ63Thf,"[('entertainment', 2)]"
138,Easter Lily,Ichiko Aoba,https://open.spotify.com/track/42laEjVGDr4c9RNqZAS7LA,42laEjVGDr4c9RNqZAS7LA,"Sadness is sometimes a feeling to pursue, and it is by far the most powerful, lingering emotion to me",Yes,No,R_2oS0VRFGHi3daXX,strong_sensation
0,ainda bem,marisa monte,https://open.spotify.com/track/43BCxznTSBLcXzu4lJ8KW5,43BCxznTSBLcXzu4lJ8KW5,its just very sweet and soft,Yes,Yes,R_8HY1QG4yHOHpN5L,entertainment
718,Pop Muzik,Robin Scott,https://open.spotify.com/track/43U1bCDTZAhhY1Y8mCkTG4,43U1bCDTZAhhY1Y8mCkTG4,"Funky song, makes my mood better",Yes,Yes,R_2p9wWWpkx5peG4N,mental_work
517,when the party's over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,"The song's lyrics and arrangement reveals the negative emotions that I feel, which I can then acknowledge and process by recognizing myself in the song.",,,R_88HQeKMOYExgqkB,discharge
281,Je te laisserai des mots,Patrick Watson,https://open.spotify.com/track/44A0o4jA8F2ZF03Zacwlwx,44A0o4jA8F2ZF03Zacwlwx,CRYING,No,Yes,R_8l46mlZGFZsyKeB,strong_sensation
766,„Wildflower”,Beach House,https://open.spotify.com/track/44ZdzQCcGwjyweRELhs5qM,44ZdzQCcGwjyweRELhs5qM,I feel so peaceful when listening to it.,Yes,Yes,R_8EbOmTY4KpFTsDK,solace
26,Thierno,New Cool Collective,https://open.spotify.com/track/44vtlZl1FVfmHy3tMfdrYu,44vtlZl1FVfmHy3tMfdrYu,"The sound is so dynamic, that draws me in to the point where I am not thinking of anything else.",Yes,There are no lyrics,R_8wt2bq6XlrxNtUi,diversion
87,Dog days are over,Florence+ the machine,https://open.spotify.com/track/456WNXWhDwYOSf5SpTuqxd,456WNXWhDwYOSf5SpTuqxd,Upbeat and good memories,Yes,No,R_81gjW2Qe56Wo6Ye,"[('revival', 2)]"
250,„Dog Days Are Over”,Florence & the Machine,https://open.spotify.com/track/456WNXWhDwYOSf5SpTuqxd,456WNXWhDwYOSf5SpTuqxd,I always listen to this one during my dance breaks because and the lyrics remind me why I’m doing what I am.,Yes,Yes,R_8EbOmTY4KpFTsDK,"[('revival', 2)]"
47,Love Wildly,Aisha Jackson etc from In Pieces,https://open.spotify.com/track/45Runnm2csuFyXLdiDnvhu,45Runnm2csuFyXLdiDnvhu,,Yes,Yes,R_81gjW2Qe56Wo6Ye,entertainment
308,Go,ADÉLA,https://open.spotify.com/track/45j9TIzFogzy3XEAmB55uV,45j9TIzFogzy3XEAmB55uV,,Yes,No,R_8pJG7O16rICvdio,strong_sensation
669,Moon Song,Phoebe Bridgers,https://open.spotify.com/track/46RNrAkGsqWTDrv2ZPOAbx,46RNrAkGsqWTDrv2ZPOAbx,,Yes,Yes,R_2cD4oWRk402VtjH,mental_work
627,Tourniquet ,Evanescence,https://open.spotify.com/track/46fyLy4W9HhAkcb67kLaAV,46fyLy4W9HhAkcb67kLaAV,,,,R_2VdoBUAa69ab0h6,discharge
64,Out of control,She wants Revenge,https://open.spotify.com/track/48aJ5BmJiVnz2AurXSWP2R,48aJ5BmJiVnz2AurXSWP2R,,Yes,Yes,R_2zZwYOsilY4jRsz,revival
143,Gift Horse,IDLES,https://open.spotify.com/track/48mN5CnLBH1mTf58fDB5Nb,48mN5CnLBH1mTf58fDB5Nb,The song makes me want to sing along and just fully focus on the music,Yes,Yes,R_2wNy3hFkKdHM4D0,diversion
1,Marie,Zuzana Navarova,https://open.spotify.com/track/48sRhLW56jGtBGzZCLK6AD,48sRhLW56jGtBGzZCLK6AD,The instruments of the song make a great atmosphere,Yes,No,R_2Lp20qjXqfa7pVi,entertainment
655,Too Late To Say Goodbye,Cage The Elephant,https://open.spotify.com/track/48sc7vBJeNoCEQhxO3zYKA,48sc7vBJeNoCEQhxO3zYKA,,No,No,R_8VqM9C6HA45xC9p,mental_work
668,We Might Be Dead by Tomorrow,Soko,https://open.spotify.com/track/49A10weBfgwg4TUM3My7iv,49A10weBfgwg4TUM3My7iv,makes me reallise how small we are,Yes,Yes,R_2Lp20qjXqfa7pVi,mental_work
211,Let's Go Surfing,The Drums,https://open.spotify.com/track/49skdn8Truaufvcz8BXmtT,49skdn8Truaufvcz8BXmtT,,Yes,No,R_2Lp20qjXqfa7pVi,revival
429,Donna Donna,Joan Baez,https://open.spotify.com/track/49uBVeaM3ixGD8VIeqh9KI,49uBVeaM3ixGD8VIeqh9KI,,No,No,R_2e9qeeiYw9MaePm,diversion
225,She keeps me up,Nickelback,https://open.spotify.com/track/4AGbGF8JPcaH43eCMuANXG,4AGbGF8JPcaH43eCMuANXG,,,,R_2VdoBUAa69ab0h6,revival
483,Somebody Told Me,Maneskin,https://open.spotify.com/track/4AIatGjGyVipeEAzCMTqOg,4AIatGjGyVipeEAzCMTqOg,,Yes,No,R_8PsV7EzuWKsJiKd,diversion
751,Parade,Kevin Morby,https://open.spotify.com/track/4AVpW8mXtkCVfUcPSjPZt6,4AVpW8mXtkCVfUcPSjPZt6,It is the whole lyrics,Yes,Yes,R_2Lp20qjXqfa7pVi,solace
786,Undressed,Sombr ,https://open.spotify.com/track/4AajxCEwGEsmHmT4H1TwjY,4AajxCEwGEsmHmT4H1TwjY,,Yes,Yes,R_8l46mlZGFZsyKeB,solace
170,Glitter & Honey,Del Water Gap,https://open.spotify.com/track/4Ar1E0HhDOUwQyGzzHsED3,4Ar1E0HhDOUwQyGzzHsED3,,Yes,Yes,R_2HjY4EvYzUqMJtW,diversion
191,Bfg Division,Mick Gordon,https://open.spotify.com/track/4COR2ZPEyUn0lsbAouRWxA,4COR2ZPEyUn0lsbAouRWxA,head-banging,Yes,There are no lyrics,R_8ffCN43Rw9foEIC,"[('discharge', 1), ('strong_sensation', 1)]"
104,Bfg Divison,Mick Gordon,https://open.spotify.com/track/4COR2ZPEyUn0lsbAouRWxA,4COR2ZPEyUn0lsbAouRWxA,,Yes,There are no lyrics,R_8ffCN43Rw9foEIC,"[('discharge', 1), ('strong_sensation', 1)]"
696,za liną ,każ bałagane,https://open.spotify.com/track/4CpuEw3DbnHZSd3LSRrGAJ,4CpuEw3DbnHZSd3LSRrGAJ,,Yes,Yes,R_20rEsSW9Ovvo74J,mental_work
274,"you’re on your own, kid",Taylor Swift,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t,4D7BCuvgdJlYvlX5WlN54t,'-cries in international student-,No,Yes,R_2oEDEWFXn3Qfhnk,"[('solace', 2)]"
749,"You're on your own, kid",Taylor Swift,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t,4D7BCuvgdJlYvlX5WlN54t,A song about being able to make in the world all by yourself reminds me that I am capable of overcoming any challenge I might be facing.,Yes,Yes,R_2HRoAD9L1WNTCiF,"[('solace', 2)]"
5,À celle qui dure,'-M-,https://open.spotify.com/track/4DcFwQYCN7VLM9Djb5NTbQ,4DcFwQYCN7VLM9Djb5NTbQ,"Groovy baseline, makes me want to dance",Yes,No,R_8wt2bq6XlrxNtUi,entertainment
46,Bon Bon,Fcukers,https://open.spotify.com/track/4Dr5pBJktWX8aZckCznE6q,4Dr5pBJktWX8aZckCznE6q,,Yes,No,R_8EhUjQrkmBRTASs,entertainment
248,Pluto Projector,Rex Orange County,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc,4EWBhKf1fOFnyMtUzACXEc,,Yes,Yes,R_8eLKaSUgqXjGFkl,mental_work
530,Rosemary,Deftones,https://open.spotify.com/track/4FEr6dIdH6EqLKR0jB560J,4FEr6dIdH6EqLKR0jB560J,,No,No,R_8VqM9C6HA45xC9p,discharge
582,Pearls,Sade,https://open.spotify.com/track/4J7s7j5ulwElPG7HaGQDXR,4J7s7j5ulwElPG7HaGQDXR,,No,Yes,R_8cbeXQem84K93QF,discharge
135,as the world caves in,Matt Maltese,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD,4JE6agBLHGA5TaF6FlqfBD,,Yes,Yes,R_8HY1QG4yHOHpN5L,strong_sensation
790,Dreams,The Cranberries,https://open.spotify.com/track/4JGKZS7h4Qa16gOU3oNETV,4JGKZS7h4Qa16gOU3oNETV,,Yes,Yes,R_21AmFBgPw7UHYaR,solace
249,What you know,Two Door Cinema Club,https://open.spotify.com/track/4JHg4nNYUJQ5HULcCmI18R,4JHg4nNYUJQ5HULcCmI18R,It sounds like what being happy feels like,Yes,Yes,R_2tck6sPLJviBT1R,revival
43,Reincarnation,Susanne Sundfør,https://open.spotify.com/track/4Jna38PGKLhJ3XCnGVfhNA,4Jna38PGKLhJ3XCnGVfhNA,,Yes,Yes,R_2EnIdAMa8NYSXqV,mental_work
72,Sand Storm,Himiko Kikuchi,https://open.spotify.com/track/4JyVxlICzFVhRC5iwK2FKH,4JyVxlICzFVhRC5iwK2FKH,high tempo and a satisfying melody help me gain energy,Yes,,R_2U4TKFDTdWQOdSq,revival
267,Home sick,Noah Kahan,https://open.spotify.com/track/4L3Rud7r43lpC2NVJeSzSO,4L3Rud7r43lpC2NVJeSzSO,'-cries in international student-,Yes,Yes,R_2oEDEWFXn3Qfhnk,solace
203,Figure It Out,Florence Road,https://open.spotify.com/track/4LJ9rJfTgp1L2HS37wkPhx,4LJ9rJfTgp1L2HS37wkPhx,,Yes,Yes,R_21AmFBgPw7UHYaR,revival
397,Birthday,Red Velvet,https://open.spotify.com/track/4LJgBT9yo0beHlaBesCFEv,4LJgBT9yo0beHlaBesCFEv,,Yes,No,R_8pJG7O16rICvdio,diversion
48,Naked in Manhattan,Chappel Roan,https://open.spotify.com/track/4LKYOetuIF5c9XjeLBL9av,4LKYOetuIF5c9XjeLBL9av,,Yes,No,R_8eLKaSUgqXjGFkl,"[('entertainment', 2)]"
62,Naked In Manhattan,Chappell Roan,https://open.spotify.com/track/4LKYOetuIF5c9XjeLBL9av,4LKYOetuIF5c9XjeLBL9av,,Yes,No,R_21AmFBgPw7UHYaR,"[('entertainment', 2)]"
221,I'd Rather Die,Deli Girls,https://open.spotify.com/track/4Lbktkg0Ib1bFDuPytDM8h,4Lbktkg0Ib1bFDuPytDM8h,"Because it tells me my hate for a lot of our society is justified, the song is so angry that it eclipses my own",Yes,Yes,R_2oS0VRFGHi3daXX,discharge
53,Build Me Up,Cleo Sol,https://open.spotify.com/track/4LmjZEYH8HuM3o2DiQroLu,4LmjZEYH8HuM3o2DiQroLu,The lyrics make me feel seen.,Yes,Yes,R_8wt2bq6XlrxNtUi,solace
262,Still Beating,Mac Demarco,https://open.spotify.com/track/4LpUpiYoZ2M3Z1kmhn4EQo,4LpUpiYoZ2M3Z1kmhn4EQo,,Yes,Yes,R_8WCkweb3sC0gYTf,solace
317,Blinding,Florence + the Machine,https://open.spotify.com/track/4N5OZKcYwaPOCug2kyTYCV,4N5OZKcYwaPOCug2kyTYCV,,Yes,Yes,R_2q7KRMeEj2Ki93e,strong_sensation
681,Beautiful Crime,Tamer,https://open.spotify.com/track/4NZKQIAbpUPd0jn0CzvRpS,4NZKQIAbpUPd0jn0CzvRpS,,Yes,Yes,R_8PsV7EzuWKsJiKd,mental_work
16,I ask ,Cathelijn,https://open.spotify.com/track/4Nzi1aShXhhbzzJj7DbPI7,4Nzi1aShXhhbzzJj7DbPI7,Makes me want to cry,Yes,Yes,R_8wt2bq6XlrxNtUi,strong_sensation
379,Volare,Gipsy Kings,https://open.spotify.com/track/4OjJAGDDZTLlTNeOMBl7UM,4OjJAGDDZTLlTNeOMBl7UM,Dancing,Yes,Yes,R_2HFaNp6YCRpC6NX,strong_sensation
370,Rock n Roll ,Led Zeppelin ,https://open.spotify.com/track/4PRGxHpCpF2yoOHYKQIEwD,4PRGxHpCpF2yoOHYKQIEwD,,Yes,No,R_263ifr5Fzi1g7g5,strong_sensation
364,Dandelions ,Daughter,https://open.spotify.com/track/4PXkfv5sg0qAvW7ImFOglp,4PXkfv5sg0qAvW7ImFOglp,,,,R_2VdoBUAa69ab0h6,strong_sensation
562,Anything,Adrianne Lenker,https://open.spotify.com/track/4PwWESSlTwzvw9B7bmtTLS,4PwWESSlTwzvw9B7bmtTLS,,Yes,Yes,R_2VQ2AZgtTitN9SY,"[('discharge', 2)]"
625,Anything,Adrienne Lenker,https://open.spotify.com/track/4PwWESSlTwzvw9B7bmtTLS,4PwWESSlTwzvw9B7bmtTLS,,No,Yes,R_8cbeXQem84K93QF,"[('discharge', 2)]"
247,On and on,Djo,https://open.spotify.com/track/4Q0ruF0jZSAfnBVXK1DuF3,4Q0ruF0jZSAfnBVXK1DuF3,Just a very cool song to listen to on repeat and each time concentrate on a different aspect of it too keep my mind from spiraling- but honestly any song from Djo could be put here since all his songs are interesting and mind accupiying,Yes,Yes,R_2oEDEWFXn3Qfhnk,mental_work
512,My Mind,Yebba,https://open.spotify.com/track/4QNPS79DeAUoSYmBynfWTN,4QNPS79DeAUoSYmBynfWTN,,Yes,,R_2HOcWQ0Ao3rvWQl,discharge
41,OPEN UP ,Daniel Caesar,https://open.spotify.com/track/4QTwWQDW89udp0JDO2lmPI,4QTwWQDW89udp0JDO2lmPI,Makes me cry,Yes,Yes,R_8wt2bq6XlrxNtUi,discharge
440,Friday I’m in love,The Cure,https://open.spotify.com/track/4QlzkaRHtU8gAdwqjWmO8n,4QlzkaRHtU8gAdwqjWmO8n,,Yes,Yes,R_2tck6sPLJviBT1R,diversion
120,Can i come home,Highaskite,https://open.spotify.com/track/4R10zxqi8oPauPbXBVYFAd,4R10zxqi8oPauPbXBVYFAd,,Yes,No,R_8XnyWMaJIcOY96C,strong_sensation
60,Cardigan,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,4R2kfaDFhslZEMJqAFNpdd,,Yes,Yes,R_2xOG8RwWS4NZPnb,entertainment
54,Everybody wants to rule the world,Tears for fears,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE,4RvWPyQ5RL0ao9LPZeSouE,,Yes,Yes,R_2zZwYOsilY4jRsz,entertainment
285,Earth Sign,Brittany Howard,https://open.spotify.com/track/4SlhshDDZUnJCOaJ33KZAj,4SlhshDDZUnJCOaJ33KZAj,The instrumentals are just  exhilarating,Yes,No,R_8cbeXQem84K93QF,strong_sensation
101,Motion Picture Sountrack,Radiohead,https://open.spotify.com/track/4SrRrB27n7fiRkQcPoKfpk,4SrRrB27n7fiRkQcPoKfpk,It makes me feel sad and depressed so the feeling of stress gets supressed by the melancholical emotion,Yes,No,R_2zZwYOsilY4jRsz,strong_sensation
793,„Vienna”,Billy Joel,https://open.spotify.com/track/4U45aEWtQhrm8A5mxPaFZ7,4U45aEWtQhrm8A5mxPaFZ7,This song gives me a permission to slow down and remember to trust the process and stop living in a constant pressure (which is the usual source of my anxiety),Yes,Yes,R_8EbOmTY4KpFTsDK,solace
454,Simpson wave x you look lonely,Mikeeysmind,https://open.spotify.com/track/4U5piExEXw7sQZYb14DpA5,4U5piExEXw7sQZYb14DpA5,Sci-fi!!,Yes,No,R_8l46mlZGFZsyKeB,diversion
3,chichi,Tiger Mood,https://open.spotify.com/track/4UFPN3ZyAsPkFwx5DFg5yF,4UFPN3ZyAsPkFwx5DFg5yF,Makes me happy,Yes,Yes,R_2LXRHlBulGggcW0,entertainment
446,Woodpecker No. 1,Merzbow,https://open.spotify.com/track/4UO1pfxi5fDbxshrwwznJ2,4UO1pfxi5fDbxshrwwznJ2,Overstimulating,No,There are no lyrics,R_2UcZTsu7Ha6wjkd,diversion
20,Just a cloud away,Pharrel Williams,https://open.spotify.com/track/4UPQiDmYScn2C6S2C2WATY,4UPQiDmYScn2C6S2C2WATY,,No,Yes,R_2HFaNp6YCRpC6NX,"[('entertainment', 2)]"
27,This rainy day is temporary ,Pharrell Williams ,https://open.spotify.com/track/4UPQiDmYScn2C6S2C2WATY,4UPQiDmYScn2C6S2C2WATY,Is just a very happy and hopeful song. Mainly the lyrics ,,Yes,R_8PbUFpCdBq8pYqu,"[('entertainment', 2)]"
198,Yummy - Righteous Remix,"Ayesha Erotica, Mo Beats",https://open.spotify.com/track/4UQijskfH7GRycjz77buzW,4UQijskfH7GRycjz77buzW,,Yes,Yes,R_2zZwYOsilY4jRsz,discharge
591,Petals,Hole,https://open.spotify.com/track/4VedfquAzkjR15ntcWmNfL,4VedfquAzkjR15ntcWmNfL,,,,R_8jQb1p8fPposCOe,discharge
574,Crazy Race,The RH Factor,https://open.spotify.com/track/4XyKqXYeL0FBPFbDrXLvJZ,4XyKqXYeL0FBPFbDrXLvJZ,,Yes,Yes,R_82G8YEIvepM1XoE,discharge
774,Second Best,Laufey,https://open.spotify.com/track/4Y9Ge3i5r0vgFAZq653Yx3,4Y9Ge3i5r0vgFAZq653Yx3,,Yes,Yes,R_2HFaNp6YCRpC6NX,solace
510,Tiny Bikini,Amyl and the Sniffers,https://open.spotify.com/track/4YCmiPM53vffJifzCppYbz,4YCmiPM53vffJifzCppYbz,If I hear it being played live,Yes,,R_8hGFpDjCoJ3Imuh,discharge
13,Bravo my life,Ssaw,https://open.spotify.com/track/4YeDaklVUU0TFSRsgKuO5N,4YeDaklVUU0TFSRsgKuO5N,,Yes,Yes,R_4lLXShteMUjWgMW,entertainment
578,Hermit the Frog,Marina and the Diamonds,https://open.spotify.com/track/4Zcz6saEkOII3PlXd9gN3o,4Zcz6saEkOII3PlXd9gN3o,,No,Yes,R_2e9qeeiYw9MaePm,discharge
729,Something Holy,Alice Phoebe Lou,https://open.spotify.com/track/4Ze5SH0jqUeBG8gIPx7M6d,4Ze5SH0jqUeBG8gIPx7M6d,"Her tunes and melodies always bring me at ease, I feel very seen and understood. She has beauitful lyrics in every song which are very relatable ",Yes,Yes,R_2Lp20qjXqfa7pVi,solace
123,Rush,Troye Sivan,https://open.spotify.com/track/4ZnkygoWLzcGbQYCm3lkae,4ZnkygoWLzcGbQYCm3lkae,,Yes,No,R_2tck6sPLJviBT1R,entertainment
478,Un Monde Nouveau,Feu! Chatterton,https://open.spotify.com/track/4Zw1FnXHjeLdK67gERdKXr,4Zw1FnXHjeLdK67gERdKXr,,No,No,R_8cbeXQem84K93QF,diversion
47,breakfast in America ,superstamp,https://open.spotify.com/track/4a5pNRjwmzYQuEY1E7O6pj,4a5pNRjwmzYQuEY1E7O6pj,,No,Yes,R_20rEsSW9Ovvo74J,entertainment
686,I'm outta time,Oasis,https://open.spotify.com/track/4aSd0vbnxF53nvAdzpLYXQ,4aSd0vbnxF53nvAdzpLYXQ,,Yes,No,R_263ifr5Fzi1g7g5,mental_work
442,Welcome to my island,Caroline Polacheck,https://open.spotify.com/track/4bp2wYweUPvsBrQfntdYcr,4bp2wYweUPvsBrQfntdYcr,,Yes,No,R_2C7TUTBbm8SXape,diversion
74,Take it or Leave it ,Cage the Elephant,https://open.spotify.com/track/4cAyxZSDlcVS6CYaeBYrIJ,4cAyxZSDlcVS6CYaeBYrIJ,"I caught myself listening to this few times I want to feel energised, its catchy",Yes,Yes,R_2Lp20qjXqfa7pVi,entertainment
